,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
14,6636,Polkadot,DOT,polkadot-new,597,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1270320717.7508621,1369362335.356042,True,,15,,,,2023-10-22T18:42:00.000Z,3.881227513036429,106066721.41799736,10.2895,0.72729276,-1.00339791,3.21637164,-3.2618421,-13.67039386,-25.83872993,4930403720.11483,0.4336,5314806771.3,,2023-10-22T18:42:00.000Z,,,,,,2023-10-22 18:44:02.938217
0,1,Bitcoin,BTC,bitcoin,10496,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19521062.0,19521062.0,False,,1,,,,2023-10-22T18:43:00.000Z,29916.66629134795,10482228951.687418,-8.1903,-0.06636103,-0.7122575,10.72528319,12.59622922,13.12822784,2.88630271,584005097506.7134,51.3618,628249992118.31,,2023-10-22T18:43:00.000Z,,,,,,2023-10-22 18:45:04.598343
1,1027,Ethereum,ETH,ethereum,7593,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1', 'ftx-bankruptcy-estate']",,120267199.24042194,120267199.24042194,True,,2,,,,2023-10-22T18:43:00.000Z,1635.2908015049632,4445945015.106457,7.7049,-0.01210809,0.12682864,4.71267041,2.69047636,-2.53574766,-11.53270083,196671844640.62668,17.2944,196671844640.63,,2023-10-22T18:43:00.000Z,,,,,,2023-10-22 18:45:04.598343
2,825,Tether USDt,USDT,tether,64141,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,84154234500.6047,87625667477.0228,True,,3,,,,2023-10-22T18:43:00.000Z,1.0004707177039336,31822064938.326344,5.331,0.00391376,0.0084738,0.03909225,0.03838881,0.0729416,0.06312152,84193847388.64513,7.4024,87666914430.02,,2023-10-22T18:43:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2023-10-22 18:45:04.598343
3,1839,BNB,BNB,bnb,1690,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,151705034.6854829,151705034.6854829,False,,4,,,,2023-10-22T18:43:00.000Z,215.4608616837966,269979723.9458665,7.2565,-0.00950476,0.24869525,2.60482228,2.24251262,-0.7641822,-9.54869718,32686497495.104393,2.8743,32686497495.1,,2023-10-22T18:43:00.000Z,,,,,,2023-10-22 18:45:04.598343
4,52,XRP,XRP,xrp,1119,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,53441027384.0,99988362642.0,False,,5,,,,2023-10-22T18:43:00.000Z,0.520617436965871,566360768.3337542,-19.7053,-0.29140482,-0.71229041,6.41639686,1.20858433,-1.61168194,-26.2354992,27822330705.481007,2.4466,52061743696.59,,2023-10-22T18:43:00.000Z,,,,,,2023-10-22 18:45:04.598343
5,3408,USDC,USDC,usd-coin,14546,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,25560968950.93122,25560968950.93122,False,,6,,,,2023-10-22T18:43:00.000Z,0.9999424352352464,1963007008.3317697,-1.4158,-0.00528181,-0.00802029,-0.01608518,-0.01737396,-0.0023382,-0.01164542,25559497539.766685,2.247,25559497539.77,,2023-10-22T18:43:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2023-10-22 18:45:04.598343
6,5426,Solana,SOL,solana,538,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'modular-blockchain']",,416722077.8411571,560555428.784264,True,,7,,,,2023-10-22T18:43:00.000Z,28.765146673258737,763580422.03141,-27.1619,-0.07542429,-1.99697803,31.40669622,48.76741676,34.42754979,22.92964894,11987071691.08603,1.0538,16124459127.47,,2023-10-22T18:43:00.000Z,,,,,,2023-10-22 18:45:04.598343
7,2010,Cardano,ADA,cardano,948,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35228606208.488,36274729240.533,False,,8,,,,2023-10-22T18:43:00.000Z,0.2598382819788558,121077303.24818836,-6.0962,0.00833757,-0.24252813,5.13754376,6.53705215,-2.58474678,-14.69617809,9153740513.723173,0.8048,11692722689.05,,2023-10-22T18:43:00.000Z,,,,,,2023-10-22 18:45:04.598343
8,74,Dogecoin,DOGE,dogecoin,811,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,141519366383.7052,141519366383.7052,True,,9,,,,2023-10-22T18:43:00.000Z,0.06102873598116908,151383385.22764763,9.023,-0.05009982,-0.29196489,2.39946354,-0.67455153,-4.57932239,-18.36435775,8636748047.253479,0.7593,8636748047.25,,2023-10-22T18:43:00.000Z,,,,,,2023-10-22 18:45:04.598343
9,1958,TRON,TRX,tron,853,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,88882248218.43095,88882313760.98747,True,,10,71659659264.0,6451630067.406067,,2023-10-22T18:43:00.000Z,0.09003154820535413,166515426.24687934,-7.1569,-0.18906104,-1.90993641,4.53854544,7.84520324,16.32665335,10.73043324,8002206415.077917,0.7038,8002212315.98,,2023-10-22T18:43:00.000Z,,,,,,2023-10-22 18:45:04.598343
10,11419,Toncoin,TON,toncoin,159,2021-08-26T13:40:22.000Z,"['pos', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,3431892087.62,5047558528.0,True,,11,3414166606.0,7444543402.485552,,2023-10-22T18:43:00.000Z,2.180486268421299,12351243.96997667,30.2337,0.09612723,2.25869529,12.86462995,-5.28514787,54.06196496,57.52890013,7483193571.759115,0.658,11006132059.36,,2023-10-22T18:43:00.000Z,,,,,,2023-10-22 18:45:04.598343
11,3890,Polygon,MATIC,polygon,1011,2019-04-28T00:00:00.000Z,"['pos', 'platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'layer-2', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'modular-blockchain']",10000000000.0,9309803040.71938,10000000000.0,False,,12,,,,2023-10-22T18:43:00.000Z,0.5868929473385623,321633453.8580138,14.7421,0.05454636,3.0127667,13.5087138,12.87440813,4.685071,-19.17367953,5463857745.709307,0.4805,5868929473.39,,2023-10-22T18:43:00.000Z,,,,,,2023-10-22 18:45:04.598343
12,4943,Dai,DAI,multi-collateral-dai,2692,2019-11-22T00:00:00.000Z,"['defi', 'stablecoin', 'asset-backed-stablecoin', 'ethereum-ecosystem', 'avalanche-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'harmony-ecosystem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,5347888595.7464075,5347888595.7464075,True,,13,,,,2023-10-22T18:43:00.000Z,1.0002594236829851,138725247.85454118,14.41,-0.00831304,0.03076871,-0.02175011,0.01784611,0.09193192,0.07395218,5349275964.70211,0.4704,5349275964.7,,2023-10-22T18:43:00.000Z,1027.0,Ethereum,ETH,ethereum,0x6b175474e89094c44da98b954eedeac495271d0f,2023-10-22 18:45:04.598343
13,1975,Chainlink,LINK,chainlink,1368,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'polkadot-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate']",1000000000.0,556849970.4527867,1000000000.0,False,,14,,,,2023-10-22T18:43:00.000Z,9.510640624626255,890461254.7866784,22.8225,-0.00892189,6.12733583,28.34816778,38.52187159,49.06978656,25.7985375,5295999950.810203,0.4656,9510640624.63,,2023-10-22T18:43:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2023-10-22 18:45:04.598343
14,6636,Polkadot,DOT,polkadot-new,597,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1270320717.7508621,1369362335.356042,True,,15,,,,2023-10-22T18:43:00.000Z,3.8809553903523595,106173968.37755068,10.2672,0.60243616,-1.00196426,3.2097431,-3.26810912,-13.6660522,-25.82267496,4930058037.0314865,0.4335,5314434136.75,,2023-10-22T18:43:00.000Z,,,,,,2023-10-22 18:45:04.598343
0,1,Bitcoin,BTC,bitcoin,10496,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19521062.0,19521062.0,False,,1,,,,2023-10-22T18:44:00.000Z,29916.23197678638,10481515553.693642,-8.2159,-0.0715818,-0.71545985,10.66654564,12.59192627,13.14200375,2.89615261,583996619225.2295,51.3488,628240871512.51,,2023-10-22T18:44:00.000Z,,,,,,2023-10-22 18:46:13.837040
1,1027,Ethereum,ETH,ethereum,7593,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1', 'ftx-bankruptcy-estate']",,120267199.24042194,120267199.24042194,True,,2,,,,2023-10-22T18:44:00.000Z,1635.2500022746435,4445603690.843853,7.6808,-0.03404722,0.14734971,4.65349943,2.68020437,-2.52467109,-11.52318936,196666937831.46497,17.294,196666937831.46,,2023-10-22T18:44:00.000Z,,,,,,2023-10-22 18:46:13.837040
2,825,Tether USDt,USDT,tether,64141,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,84154234500.6047,87625667477.0228,True,,3,,,,2023-10-22T18:44:00.000Z,1.0004668090056665,31819235242.444317,5.3113,0.005926,0.00554912,0.02796925,0.0514554,0.07758988,0.07345204,84193518455.13457,7.4023,87666571927.73,,2023-10-22T18:44:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2023-10-22 18:46:13.837040
3,1839,BNB,BNB,bnb,1690,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,151705034.6854829,151705034.6854829,False,,4,,,,2023-10-22T18:44:00.000Z,215.45233776446148,269965579.17652947,7.2414,0.00420028,0.24191513,2.59576263,2.24083454,-0.76762552,-9.55783425,32685204373.626003,2.8742,32685204373.63,,2023-10-22T18:44:00.000Z,,,,,,2023-10-22 18:46:13.837040
4,52,XRP,XRP,xrp,1119,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,53441027384.0,99988362642.0,False,,5,,,,2023-10-22T18:44:00.000Z,0.5205057988742495,566329930.2790726,-19.7147,-0.30647768,-0.73849538,6.39524779,1.18561075,-1.63023715,-26.27831618,27816364651.169567,2.446,52050579887.42,,2023-10-22T18:44:00.000Z,,,,,,2023-10-22 18:46:13.837040
5,3408,USDC,USDC,usd-coin,14546,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,25560968950.93122,25560968950.93122,False,,6,,,,2023-10-22T18:44:00.000Z,0.9999955092861076,1962566142.8283072,-1.4721,0.00603853,-0.00535656,-0.02513135,-0.00207471,0.00318197,0.00892918,25560854163.93285,2.2471,25560854163.93,,2023-10-22T18:44:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2023-10-22 18:46:13.837040
6,5426,Solana,SOL,solana,538,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'modular-blockchain']",,416722077.8411571,560555428.784264,True,,7,,,,2023-10-22T18:44:00.000Z,28.759647439514566,763525401.010102,-27.1733,-0.08716262,-2.00973494,31.38366041,48.74232864,34.41011872,22.91823622,11984780038.973623,1.0536,16121376502.14,,2023-10-22T18:44:00.000Z,,,,,,2023-10-22 18:46:13.837040
7,2010,Cardano,ADA,cardano,948,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35228606208.488,36274729240.533,False,,8,,,,2023-10-22T18:44:00.000Z,0.2598171552938215,121072444.21712795,-6.113,-0.00191313,-0.25359665,5.12728464,6.54305288,-2.59088546,-14.71608273,9152996250.05561,0.8047,11691771988.22,,2023-10-22T18:44:00.000Z,,,,,,2023-10-22 18:46:13.837040
8,74,Dogecoin,DOGE,dogecoin,811,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,141519366383.7052,141519366383.7052,True,,9,,,,2023-10-22T18:44:00.000Z,0.06102487717517727,151372582.7049317,9.0083,-0.05029015,-0.2804621,2.39008462,-0.68045682,-4.58363677,-18.38193735,8636201951.47452,0.7592,8636201951.47,,2023-10-22T18:44:00.000Z,,,,,,2023-10-22 18:46:13.837040
9,1958,TRON,TRX,tron,853,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,88882248218.43095,88882313760.98747,True,,10,71659659264.0,6450578846.823688,,2023-10-22T18:44:00.000Z,0.09001687857681867,166503501.00030965,-7.1695,-0.20025721,-1.92843651,4.51532915,7.83152381,16.31427574,10.71601501,8000902545.513157,0.7035,8000908445.45,,2023-10-22T18:44:00.000Z,,,,,,2023-10-22 18:46:13.837040
10,11419,Toncoin,TON,toncoin,159,2021-08-26T13:40:22.000Z,"['pos', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,3431892087.62,5047558528.0,True,,11,3414166606.0,7444729618.108475,,2023-10-22T18:44:00.000Z,2.1805408104646182,12350432.23637084,30.2677,0.09971306,2.26378251,12.87282922,-5.2814262,54.06979853,57.53334458,7483380754.166025,0.6581,11006407363.51,,2023-10-22T18:44:00.000Z,,,,,,2023-10-22 18:46:13.837040
11,3890,Polygon,MATIC,polygon,1011,2019-04-28T00:00:00.000Z,"['pos', 'platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'layer-2', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'modular-blockchain']",10000000000.0,9309803040.71938,10000000000.0,False,,12,,,,2023-10-22T18:44:00.000Z,0.5869592066873439,321628178.33930415,14.7375,0.1071999,3.02333296,13.51959535,12.89175906,4.70384349,-19.15879664,5464474607.196069,0.4805,5869592066.87,,2023-10-22T18:44:00.000Z,,,,,,2023-10-22 18:46:13.837040
12,4943,Dai,DAI,multi-collateral-dai,2692,2019-11-22T00:00:00.000Z,"['defi', 'stablecoin', 'asset-backed-stablecoin', 'ethereum-ecosystem', 'avalanche-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'harmony-ecosystem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,5347888595.7464075,5347888595.7464075,True,,13,,,,2023-10-22T18:44:00.000Z,1.0002780703229477,138654612.67378658,14.3039,-0.00202552,0.02845347,-0.01967561,0.02333389,0.10062142,0.07078551,5349375684.855315,0.4704,5349375684.86,,2023-10-22T18:44:00.000Z,1027.0,Ethereum,ETH,ethereum,0x6b175474e89094c44da98b954eedeac495271d0f,2023-10-22 18:46:13.837040
13,1975,Chainlink,LINK,chainlink,1368,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'polkadot-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate']",1000000000.0,556849970.4527867,1000000000.0,False,,14,,,,2023-10-22T18:44:00.000Z,9.503142818780006,890456537.0422776,22.8199,-0.09905233,6.03412171,28.24542252,38.4056195,48.95295083,25.70104102,5291824797.846258,0.4653,9503142818.78,,2023-10-22T18:44:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2023-10-22 18:46:13.837040
14,6636,Polkadot,DOT,polkadot-new,597,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1270320717.7508621,1369362335.356042,True,,15,,,,2023-10-22T18:44:00.000Z,3.880538863982701,106168782.5982265,10.2509,0.60635306,-1.01712602,3.19497303,-3.28197244,-13.67309135,-25.82355168,4929528914.954619,0.4335,5313863761.22,,2023-10-22T18:44:00.000Z,,,,,,2023-10-22 18:46:13.837040
0,1,Bitcoin,BTC,bitcoin,10496,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19521062.0,19521062.0,False,,1,,,,2023-10-22T18:45:00.000Z,29917.40207012343,10478042118.40913,-8.2767,-0.08193541,-0.70474874,10.63831977,12.59727601,13.14560303,2.89236441,584019460689.8079,51.3508,628265443472.59,,2023-10-22T18:45:00.000Z,,,,,,2023-10-22 18:47:23.140952
1,1027,Ethereum,ETH,ethereum,7593,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1', 'ftx-bankruptcy-estate']",,120267199.24042194,120267199.24042194,True,,2,,,,2023-10-22T18:45:00.000Z,1635.3173167822445,4445287175.152508,7.6631,-0.0639412,0.15686742,4.61318304,2.68396391,-2.47581429,-11.50407556,196675033558.7624,17.2948,196675033558.76,,2023-10-22T18:45:00.000Z,,,,,,2023-10-22 18:47:23.140952
2,825,Tether USDt,USDT,tether,64141,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,84154234500.6047,87625667477.0228,True,,3,,,,2023-10-22T18:45:00.000Z,1.0004874928901903,31819171734.88773,5.3031,0.01524448,-0.00019246,0.04510479,0.04301737,0.07526732,0.07547935,84195259091.60316,7.4025,87668384366.92,,2023-10-22T18:45:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2023-10-22 18:47:23.140952
