,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
7,2010,Cardano,ADA,cardano,948,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35228606208.488,36274729240.533,False,,8,,,,2023-10-22T18:34:00.000Z,0.2600308024944655,121006758.55989403,-5.7911,0.24738365,-0.16871882,5.2756846,6.58227773,-2.61555581,-14.52785627,9160522743.154642,0.8054,11701386112.25,,2023-10-22T18:34:00.000Z,,,,,,2023-10-22 18:36:15.226468
8,74,Dogecoin,DOGE,dogecoin,811,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,141519366383.7052,141519366383.7052,True,,9,,,,2023-10-22T18:34:00.000Z,0.061020134453514,151479370.9861622,9.1579,0.01161616,-0.2367651,2.47215053,-0.66867513,-4.67239865,-18.29876765,8635530764.5098,0.7592,8635530764.51,,2023-10-22T18:34:00.000Z,,,,,,2023-10-22 18:36:15.226468
9,1958,TRON,TRX,tron,853,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,88882248218.43095,88882313760.98747,True,,10,71659659264.0,6450484587.234441,,2023-10-22T18:34:00.000Z,0.09001556319812144,166539166.7044588,-6.9667,-0.16045162,-1.77985033,4.47046809,7.69572104,16.3601097,10.67982097,8000785631.6972885,0.7035,8000791531.55,,2023-10-22T18:34:00.000Z,,,,,,2023-10-22 18:36:15.226468
10,11419,Toncoin,TON,toncoin,159,2021-08-26T13:40:22.000Z,"['pos', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,3431892087.62,5047558528.0,True,,11,3414166606.0,7436001249.552738,,2023-10-22T18:34:00.000Z,2.1779842953430664,12408833.43387887,31.9092,-0.03416838,2.30556307,12.73533285,-5.28746576,53.37878033,57.64080431,7474607070.148491,0.6572,10993503203.81,,2023-10-22T18:34:00.000Z,,,,,,2023-10-22 18:36:15.226468
11,3890,Polygon,MATIC,polygon,1011,2019-04-28T00:00:00.000Z,"['pos', 'platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'layer-2', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'modular-blockchain']",10000000000.0,9309803040.71938,10000000000.0,False,,12,,,,2023-10-22T18:34:00.000Z,0.5850145073747571,318044300.80971134,13.5176,1.41023204,2.72240038,13.26046673,12.53978903,4.28267057,-19.42223466,5446369839.622464,0.4788,5850145073.75,,2023-10-22T18:34:00.000Z,,,,,,2023-10-22 18:36:15.226468
12,4943,Dai,DAI,multi-collateral-dai,2692,2019-11-22T00:00:00.000Z,"['defi', 'stablecoin', 'asset-backed-stablecoin', 'ethereum-ecosystem', 'avalanche-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'harmony-ecosystem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,5347888595.7464075,5347888595.7464075,True,,13,,,,2023-10-22T18:34:00.000Z,1.0001422605879342,139101221.00754255,14.3201,-0.0250708,0.03886131,-0.01398641,0.01623813,0.06429716,0.05308787,5348649389.522245,0.4703,5348649389.52,,2023-10-22T18:34:00.000Z,1027.0,Ethereum,ETH,ethereum,0x6b175474e89094c44da98b954eedeac495271d0f,2023-10-22 18:36:15.226468
13,1975,Chainlink,LINK,chainlink,1368,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'polkadot-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate']",1000000000.0,556849970.4527867,1000000000.0,False,,14,,,,2023-10-22T18:34:00.000Z,9.514912174652244,891784547.1104331,23.7507,0.73783195,5.99851164,28.5260037,38.85135719,49.07572535,25.98563765,5298378563.315962,0.4658,9514912174.65,,2023-10-22T18:34:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2023-10-22 18:36:15.226468
14,6636,Polkadot,DOT,polkadot-new,597,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1270320717.7508621,1369362335.356042,True,,15,,,,2023-10-22T18:34:00.000Z,3.8847649319427835,104700621.8719013,9.0122,1.04784191,-0.90780514,3.38881806,-3.12633621,-13.53739677,-25.77742738,4934897376.638936,0.4339,5319650779.51,,2023-10-22T18:34:00.000Z,,,,,,2023-10-22 18:36:15.226468
0,1,Bitcoin,BTC,bitcoin,10496,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19521062.0,19521062.0,False,,1,,,,2023-10-22T18:35:00.000Z,29909.343922335556,10522160355.859137,-7.3499,-0.07510557,-0.47176599,10.76570463,12.58861668,13.01830029,2.85439407,583862157087.2356,51.3388,628096222369.05,,2023-10-22T18:35:00.000Z,,,,,,2023-10-22 18:37:18.583283
1,1027,Ethereum,ETH,ethereum,7593,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1', 'ftx-bankruptcy-estate']",,120267199.24042194,120267199.24042194,True,,2,,,,2023-10-22T18:35:00.000Z,1634.801910668993,4454758424.142128,8.1852,0.01199966,0.23042659,4.789506,2.68534109,-2.68251405,-11.53603967,196613047109.05026,17.2911,196613047109.05,,2023-10-22T18:35:00.000Z,,,,,,2023-10-22 18:37:18.583283
2,825,Tether USDt,USDT,tether,64141,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,84154234500.6047,87625667477.0228,True,,3,,,,2023-10-22T18:35:00.000Z,1.0004315425475212,31758349311.15753,5.4144,-0.00448642,0.00504122,0.0130269,0.04509763,0.0733444,0.08102068,84190550633.3458,7.402,87663481680.79,,2023-10-22T18:35:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2023-10-22 18:37:18.583283
3,1839,BNB,BNB,bnb,1690,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,151705034.6854829,151705034.6854829,False,,4,,,,2023-10-22T18:35:00.000Z,215.35254935520456,270677241.69487613,7.9557,0.03797693,0.27330149,2.61233576,2.18623564,-0.82599366,-9.6046878,32670065969.538475,2.8732,32670065969.54,,2023-10-22T18:35:00.000Z,,,,,,2023-10-22 18:37:18.583283
4,52,XRP,XRP,xrp,1119,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,53441027384.0,99988362642.0,False,,5,,,,2023-10-22T18:35:00.000Z,0.521027725001874,565738812.6594131,-19.9931,-0.2400329,-0.52857002,6.52046323,1.30155222,-1.59737941,-26.08505525,27844256919.64837,2.4488,52102772500.19,,2023-10-22T18:35:00.000Z,,,,,,2023-10-22 18:37:18.583283
5,3408,USDC,USDC,usd-coin,14546,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,25560968950.93122,25560968950.93122,False,,6,,,,2023-10-22T18:35:00.000Z,0.9999850572027428,1970053200.7338083,-0.7692,0.00030551,0.00035223,-0.0347032,-0.00504524,-0.00082111,0.01773707,25560586998.55449,2.2472,25560586998.55,,2023-10-22T18:35:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2023-10-22 18:37:18.583283
6,5426,Solana,SOL,solana,538,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'modular-blockchain']",,416722077.8411571,560555428.784264,True,,7,,,,2023-10-22T18:35:00.000Z,28.759835938238616,765970688.9256564,-26.5978,0.11138677,-1.8590008,31.47162611,48.73360944,34.35124834,22.74260485,11984858590.55358,1.0537,16121482166.12,,2023-10-22T18:35:00.000Z,,,,,,2023-10-22 18:37:18.583283
7,2010,Cardano,ADA,cardano,948,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35228606208.488,36274729240.533,False,,8,,,,2023-10-22T18:35:00.000Z,0.26004744179303624,120992965.03368728,-5.8025,0.24986832,-0.15602029,5.28242117,6.58399156,-2.60258402,-14.52962575,9161108922.451578,0.8054,11702134880.69,,2023-10-22T18:35:00.000Z,,,,,,2023-10-22 18:37:18.583283
8,74,Dogecoin,DOGE,dogecoin,811,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,141519366383.7052,141519366383.7052,True,,9,,,,2023-10-22T18:35:00.000Z,0.06101909287001142,151457691.79086798,9.1436,0.00553953,-0.22881347,2.47040138,-0.6755746,-4.66619077,-18.33812012,8635383360.27248,0.7592,8635383360.27,,2023-10-22T18:35:00.000Z,,,,,,2023-10-22 18:37:18.583283
9,1958,TRON,TRX,tron,853,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,88882248218.43095,88882313760.98747,True,,10,71659659264.0,6450347849.851846,,2023-10-22T18:35:00.000Z,0.09001365504806882,166514710.9264501,-6.9726,-0.16127353,-1.78468203,4.46825353,7.68500898,16.36288501,10.67460411,8000616031.030674,0.7035,8000621930.76,,2023-10-22T18:35:00.000Z,,,,,,2023-10-22 18:37:18.583283
10,11419,Toncoin,TON,toncoin,159,2021-08-26T13:40:22.000Z,"['pos', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,3431892087.62,5047558528.0,True,,11,3414166606.0,7436971805.869853,,2023-10-22T18:35:00.000Z,2.178268568616494,12407561.59615826,31.8987,-0.01591892,2.31153123,12.7500472,-5.31371369,53.40305704,57.73551915,7475582665.346289,0.6574,10994938089.79,,2023-10-22T18:35:00.000Z,,,,,,2023-10-22 18:37:18.583283
11,3890,Polygon,MATIC,polygon,1011,2019-04-28T00:00:00.000Z,"['pos', 'platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'layer-2', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'modular-blockchain']",10000000000.0,9309803040.71938,10000000000.0,False,,12,,,,2023-10-22T18:35:00.000Z,0.5849269281631582,318041922.0097345,13.5183,1.36672144,2.72057999,13.24351115,12.52012376,4.2773368,-19.43812811,5445554494.412016,0.4789,5849269281.63,,2023-10-22T18:35:00.000Z,,,,,,2023-10-22 18:37:18.583283
12,4943,Dai,DAI,multi-collateral-dai,2692,2019-11-22T00:00:00.000Z,"['defi', 'stablecoin', 'asset-backed-stablecoin', 'ethereum-ecosystem', 'avalanche-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'harmony-ecosystem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,5347888595.7464075,5347888595.7464075,True,,13,,,,2023-10-22T18:35:00.000Z,1.0000967085420644,138902640.83054203,13.9862,-0.01561524,0.03340065,-0.01854033,0.00614738,0.06531895,0.05103611,5348405782.255625,0.4704,5348405782.26,,2023-10-22T18:35:00.000Z,1027.0,Ethereum,ETH,ethereum,0x6b175474e89094c44da98b954eedeac495271d0f,2023-10-22 18:37:18.583283
13,1975,Chainlink,LINK,chainlink,1368,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'polkadot-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate']",1000000000.0,556849970.4527867,1000000000.0,False,,14,,,,2023-10-22T18:35:00.000Z,9.516839465907712,891647646.7557906,23.789,0.74668349,6.03606961,28.55203726,38.88681191,49.11455173,25.98749622,5299451775.394624,0.4659,9516839465.91,,2023-10-22T18:35:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2023-10-22 18:37:18.583283
14,6636,Polkadot,DOT,polkadot-new,597,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1270320717.7508621,1369362335.356042,True,,15,,,,2023-10-22T18:35:00.000Z,3.884634234449798,104686643.95715964,8.9957,1.04045094,-0.87572434,3.38533969,-3.13317751,-13.53706123,-25.78284684,4934731348.905838,0.434,5319471807.29,,2023-10-22T18:35:00.000Z,,,,,,2023-10-22 18:37:18.583283
0,1,Bitcoin,BTC,bitcoin,10496,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19521062.0,19521062.0,False,,1,,,,2023-10-22T18:36:00.000Z,29909.383545859306,10520774426.843828,-7.3814,-0.07549534,-0.47532787,10.64686155,12.56836268,12.91264346,2.8520044,583862930580.4994,51.3389,628097054463.05,,2023-10-22T18:36:00.000Z,,,,,,2023-10-22 18:38:20.526876
1,1027,Ethereum,ETH,ethereum,7593,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1', 'ftx-bankruptcy-estate']",,120267199.24042194,120267199.24042194,True,,2,,,,2023-10-22T18:36:00.000Z,1634.7976940334577,4454501247.516012,8.1642,-0.0058652,0.22215507,4.6108042,2.66063361,-2.75306934,-11.53490051,196612539986.1042,17.2911,196612539986.1,,2023-10-22T18:36:00.000Z,,,,,,2023-10-22 18:38:20.526876
2,825,Tether USDt,USDT,tether,64141,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,84154234500.6047,87625667477.0228,True,,3,,,,2023-10-22T18:36:00.000Z,1.0004560559469646,31758834513.472183,5.4066,0.00358399,0.00177481,0.0498448,0.04865656,0.07310753,0.04864952,84192613539.71097,7.4048,87665629683.78,,2023-10-22T18:36:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2023-10-22 18:38:20.526876
3,1839,BNB,BNB,bnb,1690,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,151705034.6854829,151705034.6854829,False,,4,,,,2023-10-22T18:36:00.000Z,215.33254067131958,270597118.9474656,7.9058,0.02668879,0.25168134,2.60257751,2.18381954,-0.84677152,-9.60629948,32667030551.455692,2.8729,32667030551.46,,2023-10-22T18:36:00.000Z,,,,,,2023-10-22 18:38:20.526876
4,52,XRP,XRP,xrp,1119,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,53441027384.0,99988362642.0,False,,5,,,,2023-10-22T18:36:00.000Z,0.520990156293504,565703676.0202693,-19.9868,-0.24900318,-0.54204445,6.51304933,1.29407932,-1.60229425,-26.08618914,27842249209.275585,2.4486,52099015629.35,,2023-10-22T18:36:00.000Z,,,,,,2023-10-22 18:38:20.526876
5,3408,USDC,USDC,usd-coin,14546,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,25560968950.93122,25560968950.93122,False,,6,,,,2023-10-22T18:36:00.000Z,0.9999787223139913,1970169020.5806077,-0.7643,0.00151,-0.00609138,0.00082786,-0.0087291,-0.01043504,-0.01537252,25560425072.659805,2.2472,25560425072.66,,2023-10-22T18:36:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2023-10-22 18:38:20.526876
6,5426,Solana,SOL,solana,538,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'modular-blockchain']",,416722077.8411571,560555428.784264,True,,7,,,,2023-10-22T18:36:00.000Z,28.75059320586316,765306602.1042659,-26.6976,0.08663674,-1.91611076,31.42903932,48.68792467,34.30141315,22.70900508,11981006939.91315,1.0533,16116301102.31,,2023-10-22T18:36:00.000Z,,,,,,2023-10-22 18:38:20.526876
7,2010,Cardano,ADA,cardano,948,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35228606208.488,36274729240.533,False,,8,,,,2023-10-22T18:36:00.000Z,0.260037552418573,120975935.60522404,-5.8348,0.24355234,-0.16226712,5.27244477,6.58304188,-2.60036482,-14.5458332,9160760533.572966,0.8057,11701689858.84,,2023-10-22T18:36:00.000Z,,,,,,2023-10-22 18:38:20.526876
8,74,Dogecoin,DOGE,dogecoin,811,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,141519366383.7052,141519366383.7052,True,,9,,,,2023-10-22T18:36:00.000Z,0.061020090923515305,151461503.7652161,9.1615,0.00472575,-0.24175129,2.47193848,-0.67096305,-4.66015557,-18.3328863,8635524604.171967,0.7592,8635524604.17,,2023-10-22T18:36:00.000Z,,,,,,2023-10-22 18:38:20.526876
9,1958,TRON,TRX,tron,853,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,88882248218.43095,88882313760.98747,True,,10,71659659264.0,6450391455.54891,,2023-10-22T18:36:00.000Z,0.0900142635591546,166519621.8161022,-6.9688,-0.16486566,-1.7971301,4.46887713,7.6938394,16.35032858,10.66873452,8000670116.864043,0.7035,8000676016.63,,2023-10-22T18:36:00.000Z,,,,,,2023-10-22 18:38:20.526876
10,11419,Toncoin,TON,toncoin,159,2021-08-26T13:40:22.000Z,"['pos', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,3431892087.62,5047558528.0,True,,11,3414166606.0,7435670954.652134,,2023-10-22T18:36:00.000Z,2.177887552875952,12409540.1463454,31.8936,-0.03484246,2.28668295,12.73209561,-5.31715754,53.38277473,57.69259469,7474275060.441063,0.6573,10993014890.54,,2023-10-22T18:36:00.000Z,,,,,,2023-10-22 18:38:20.526876
11,3890,Polygon,MATIC,polygon,1011,2019-04-28T00:00:00.000Z,"['pos', 'platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'layer-2', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'modular-blockchain']",10000000000.0,9309803040.71938,10000000000.0,False,,12,,,,2023-10-22T18:36:00.000Z,0.5849120220300361,318092973.729653,13.5205,1.37841097,2.72215398,13.24035173,12.51724381,4.28698644,-19.45094542,5445415721.24855,0.4789,5849120220.3,,2023-10-22T18:36:00.000Z,,,,,,2023-10-22 18:38:20.526876
12,4943,Dai,DAI,multi-collateral-dai,2692,2019-11-22T00:00:00.000Z,"['defi', 'stablecoin', 'asset-backed-stablecoin', 'ethereum-ecosystem', 'avalanche-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'harmony-ecosystem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,5347888595.7464075,5347888595.7464075,True,,13,,,,2023-10-22T18:36:00.000Z,1.0000904319968693,138895656.10682255,13.9671,-0.02276024,0.03124332,-0.02037357,0.00767207,0.06911074,0.05187468,5348372215.991156,0.4704,5348372215.99,,2023-10-22T18:36:00.000Z,1027.0,Ethereum,ETH,ethereum,0x6b175474e89094c44da98b954eedeac495271d0f,2023-10-22 18:38:20.526876
